Customer_ID,Age,Income,Customer_Segment,Location,Product_ID,Base_Price,Discount,Final_Price,Units_Sold,Revenue,Profit,Competitor_Pricing,Inflation_Rate,Season,Transaction_Date,Promotion_Type,Category,Transaction_Frequency,Tenure,Days_Since_Last_Purchase
83,50,50553.85246092036,Low-value,North America,83,88.5882437614678,0.17138560701946393,73.4054938296204,17,1247.8933951035467,193.69329434208004,91.24722798280786,0.023063199946948613,Summer,2021-10-08 22:28:31,Flash Sale,Clothing,4,4,307
84,30,73189.64696240543,Medium-value,North America,84,90.40169070340178,0.244447925687795,68.3031849322856,29,1980.7923630362825,145.63804175722638,84.43568329467274,0.039694051165518385,Summer,2022-02-27 12:21:22,Loyalty Points,Home Goods,7,1,297
85,27,55413.49475794333,Medium-value,North America,85,87.23491400626972,0.16461369856997965,72.87485216726354,23,1676.1215998470614,271.6394843461191,86.46972066402493,0.034458151977031753,Winter,2022-08-21 22:49:58,Discount,Clothing,7,4,337
86,30,45478.490229810996,Medium-value,Asia-Pacific,86,89.86198698083291,0.17411434181749225,74.21572626325313,32,2374.9032404241,361.99473205344316,82.01380525420602,0.03111378224389983,Spring,2021-08-14 02:47:48,Discount,Home Goods,6,3,349
87,44,54752.070446862315,Low-value,Asia-Pacific,87,90.78536698203249,0.19600225302351176,72.9912305119878,32,2335.7193763836094,302.1271559860818,87.78819197453667,0.01998359420234883,Fall,2021-01-30 04:16:57,Flash Sale,Home Goods,6,1,163
88,38,73952.89224561659,Low-value,North America,88,80.11491759765796,0.15995211238287674,67.30036729453246,32,2153.611753425039,359.0375992375007,75.41989308600641,0.022274598896145026,Fall,2021-11-14 09:06:32,Discount,Home Goods,3,3,88
89,30,59809.007478327134,Medium-value,Asia-Pacific,89,85.77431148203739,0.11634170594984979,75.79518175754338,27,2046.469907453671,425.3354204431646,91.28809929860553,0.014553966097010155,Spring,2021-03-27 23:33:35,BOGO,Home Goods,8,2,71
90,40,48863.47313960712,High-value,Europe,90,103.89726348607196,0.11189717278480588,92.27145344190247,13,1199.528894744732,254.06379702147723,108.82953944960968,0.0069522149303121936,Summer,2020-09-01 14:38:15,Flash Sale,Home Goods,6,1,341
91,36,50010.42506032863,Medium-value,Europe,91,79.995008138728,0.18946619463545844,64.83865835685067,39,2528.7076759171764,344.8439537299019,72.97270937717492,-0.0011204287686643125,Spring,2020-10-18 15:22:56,Flash Sale,Beauty Products,5,3,216
92,45,80714.89489289044,Medium-value,North America,92,106.53987543715323,0.14184582754145256,91.42763863960695,5,457.13819319803474,84.24862916799853,107.34836720940599,0.031258152114154246,Summer,2021-06-12 21:10:08,Loyalty Points,Electronics,2,4,197
93,28,35938.25557600374,Low-value,Europe,93,68.6021373966511,0.0963981496979261,61.98901828629104,39,2417.5717131653505,544.7333622367756,71.70250608599352,0.01247606027114217,Summer,2021-01-23 22:42:16,Discount,Clothing,5,3,7
94,32,38722.052609095575,High-value,Europe,94,106.07171193624617,0.09978853957056935,95.48697071237804,4,381.94788284951215,84.94708942802288,108.68671854843659,0.02518755464399249,Summer,2020-02-11 07:14:24,Flash Sale,Beauty Products,5,2,329
95,31,46804.56767110379,Medium-value,Asia-Pacific,95,98.4871155226813,0.1533563134447152,83.38349456431911,16,1334.1359130291057,231.0802191750754,89.70165289651217,0.0185288722073834,Spring,2021-02-04 10:30:21,Loyalty Points,Electronics,8,2,144
96,20,37501.241986093526,Medium-value,Asia-Pacific,96,106.44427961481331,0.17854057805633858,87.43965640159401,11,961.836220417534,142.2152673834716,100.00132727947421,0.025334965228131095,Spring,2023-12-02 17:45:50,Loyalty Points,Electronics,3,1,100
97,38,42340.96733556148,Low-value,Asia-Pacific,97,106.46094941549194,0.19177389602445602,86.04451837162051,17,1462.7568123175488,195.87151427319463,103.99918596097484,0.022861870734834547,Summer,2023-06-04 00:29:29,Discount,Home Goods,10,1,69
98,38,33362.880804494984,Medium-value,Asia-Pacific,98,79.54598000084393,0.1619324945587577,66.66490102718622,23,1533.292723625283,252.60244561169583,73.62766704533014,0.006482416439796985,Summer,2021-12-19 03:32:39,Flash Sale,Home Goods,7,4,176
99,35,47728.24887711565,Medium-value,Europe,99,101.12560500398466,0.08092127069685774,92.94239254707371,10,929.4239254707371,221.54469044284454,93.97533676492759,0.004715403153265968,Summer,2020-12-28 00:13:09,Discount,Electronics,6,3,136
100,33,77293.00671540652,Medium-value,North America,100,77.40726712999475,0.11734802029925331,68.32367757551441,19,1298.1498739347737,268.63322110584363,75.64736084867846,0.002524334783852413,Spring,2020-06-18 20:42:25,Flash Sale,Clothing,3,2,248
101,21,35952.17047366261,Medium-value,Asia-Pacific,101,91.77702013692772,0.05477211019006928,86.7501990770717,13,1127.752588001932,292.5817047558898,91.60421004603715,0.02271658466173575,Summer,2020-04-14 05:25:22,Discount,Clothing,9,3,269
102,31,31743.997686496536,Medium-value,Europe,102,118.77499498624779,0.22521873251852104,92.02464116055137,5,460.12320580275684,44.41072335088961,108.48590253222655,0.040774124866740064,Fall,2023-08-19 08:50:43,Discount,Clothing,5,4,197
103,32,33349.47766268269,Low-value,Asia-Pacific,103,80.33360430595562,0.05,76.31692409065784,19,1450.021557722499,381.5846204532892,84.02331967382811,0.011908115841238605,Spring,2022-10-10 11:22:07,Discount,Home Goods,6,1,268
104,27,26796.665851499885,Low-value,Europe,104,98.86932010340144,0.16646266255345057,82.41126983413984,19,1565.814126848657,250.85216947341812,99.72031660217897,0.03342630830942552,Summer,2020-11-01 05:51:33,Discount,Clothing,3,1,351
105,33,44231.34035330533,Medium-value,Asia-Pacific,105,83.80010642874736,0.19229437575442393,67.6858172748771,28,1895.2028836965587,252.72079769311063,91.52963439735667,0.003612026846437487,Winter,2022-12-15 13:34:59,Flash Sale,Beauty Products,4,2,313
106,39,75495.64869412602,Medium-value,North America,106,106.11198030575329,0.18725221599282726,86.24227685011374,12,1034.9073222013649,143.56668763303736,101.45550396660792,0.0036730864549702445,Winter,2020-09-30 13:25:41,Loyalty Points,Home Goods,7,1,294
107,54,39576.032651495974,Low-value,Asia-Pacific,107,118.45917573143252,0.24755410001947792,89.13412109418857,17,1515.2800586012058,105.61586739715877,112.79119689641814,0.014344781468097624,Spring,2023-12-21 17:54:50,Discount,Home Goods,4,4,353
108,37,59551.984000988174,Medium-value,North America,108,90.63819202794798,0.10783946470949099,80.86381791741802,18,1455.5487225135244,313.5075029613798,87.72521181816514,0.01769335347828356,Spring,2020-12-17 07:00:50,Loyalty Points,Clothing,8,1,321
109,38,38801.40457200044,High-value,Asia-Pacific,109,104.32045515039337,0.12675114611867397,91.09771789645929,10,910.9771789645929,180.73399291183932,105.23969116231306,0.03108259824776987,Summer,2020-12-26 08:09:49,BOGO,Electronics,8,4,95
110,34,38423.00291434482,Medium-value,Asia-Pacific,110,95.55366240045129,0.052304978057283444,90.55573018530262,6,543.3343811118157,142.00899902992037,91.83512757308478,0.018712733220780483,Summer,2020-12-29 03:50:07,Loyalty Points,Home Goods,3,1,145
111,18,39492.90835741758,Low-value,Asia-Pacific,111,80.49379161053287,0.15697825814602517,67.85801641194229,32,2171.456525182153,368.3955931062171,77.33075675598012,0.008983217430210775,Summer,2022-09-19 18:02:09,Flash Sale,Electronics,6,4,308
112,35,42926.55600185607,Medium-value,Europe,112,107.09545887309062,0.10637593178175722,95.70307964587074,4,382.812318583483,82.94503373882924,114.79584499977798,0.017695738048398038,Winter,2021-07-07 05:09:33,Discount,Electronics,0,2,300
113,36,35322.94096656109,Low-value,Europe,113,109.71648265898219,0.1883396887495766,89.05251446429116,10,890.5251446429116,122.50976603003636,100.87680070212883,0.030618987638918606,Winter,2021-01-16 19:41:32,Discount,Home Goods,7,1,215
114,60,46972.021587946496,Low-value,North America,114,80.26455087499974,0.11366564282777969,71.14122910350987,34,2418.8017895193357,508.50547869434195,80.26162878258111,0.012070153483598479,Summer,2023-03-25 10:31:20,Loyalty Points,Clothing,9,4,316
